date,win,tm0_init,tm0_MP,tm0_FG,tm0_FGA,tm0_FG%,tm0_3P,tm0_3PA,tm0_3P%,tm0_FT,tm0_FTA,tm0_FT%,tm0_ORB,tm0_DRB,tm0_TRB,tm0_AST,tm0_STL,tm0_BLK,tm0_TOV,tm0_PF,tm0_PTS,tm0_TS%,tm0_eFG%,tm0_3PAr,tm0_FTr,tm0_ORB%,tm0_DRB%,tm0_TRB%,tm0_AST%,tm0_STL%,tm0_BLK%,tm0_TOV%,tm0_USG%,tm0_ORtg,tm0_DRtg,tm1_init,tm1_MP,tm1_FG,tm1_FGA,tm1_FG%,tm1_3P,tm1_3PA,tm1_3P%,tm1_FT,tm1_FTA,tm1_FT%,tm1_ORB,tm1_DRB,tm1_TRB,tm1_AST,tm1_STL,tm1_BLK,tm1_TOV,tm1_PF,tm1_PTS,tm1_TS%,tm1_eFG%,tm1_3PAr,tm1_FTr,tm1_ORB%,tm1_DRB%,tm1_TRB%,tm1_AST%,tm1_STL%,tm1_BLK%,tm1_TOV%,tm1_USG%,tm1_ORtg,tm1_DRtg
Wed Oct 27 2010,1,8,240,35,80,.438,6,20,.300,34,41,.829,12,34,46,23,9,2,15,31,110,.561,.475,.250,.513,26.7,75.6,51.1,65.7,9.2,3.5,13.3,100.0,112.0,89.6,18,240,27,70,.386,3,13,.231,31,43,.721,11,33,44,21,7,4,22,30,88,.495,.407,.186,.614,24.4,73.3,48.9,77.8,7.1,6.7,19.8,100.0,89.6,112.0
Fri Oct 29 2010,0,8,240,35,72,.486,6,15,.400,19,25,.760,11,26,37,19,9,2,19,22,95,.572,.528,.208,.347,31.4,70.3,51.4,54.3,10.1,3.3,18.6,100.0,106.9,113.6,22,240,38,77,.494,6,17,.353,19,24,.792,11,24,35,23,11,8,15,22,101,.577,.532,.221,.312,29.7,68.6,48.6,60.5,12.4,14.0,14.6,100.0,113.6,106.9
Sat Oct 30 2010,1,8,240,34,90,.378,10,27,.370,29,33,.879,13,35,48,16,9,4,12,24,107,.512,.433,.300,.367,27.1,79.5,52.2,47.1,9.1,6.5,10.3,100.0,108.2,95.1,21,240,37,81,.457,3,19,.158,17,21,.810,9,35,44,19,4,7,19,26,94,.521,.475,.235,.259,20.5,72.9,47.8,51.4,4.0,11.1,17.4,100.0,95.1,108.2
Wed Nov 3 2010,0,8,240,41,89,.461,10,28,.357,9,12,.750,13,26,39,25,7,3,11,21,101,.536,.517,.315,.135,28.3,68.4,46.4,61.0,7.8,4.3,10.4,100.0,112.4,113.5,29,240,39,84,.464,7,15,.467,17,19,.895,12,33,45,22,6,5,13,17,102,.552,.506,.179,.226,31.6,71.7,53.6,56.4,6.7,8.2,12.3,100.0,113.5,112.4
Fri Nov 5 2010,1,8,240,43,83,.518,5,21,.238,20,22,.909,8,29,37,26,6,3,9,17,111,.599,.548,.253,.265,21.1,72.5,47.4,60.5,6.5,4.2,8.9,100.0,119.9,112.3,28,240,43,86,.500,2,15,.133,16,25,.640,11,30,41,28,6,2,10,16,104,.536,.512,.174,.291,27.5,78.9,52.6,65.1,6.5,3.2,9.3,100.0,112.3,119.9
Sat Nov 6 2010,1,8,240,37,82,.451,13,21,.619,16,21,.762,9,29,38,21,16,2,12,17,103,.564,.530,.256,.256,20.5,72.5,45.2,56.8,17.1,3.3,11.6,100.0,109.8,98.1,29,240,34,76,.447,4,15,.267,20,26,.769,11,35,46,12,7,5,21,16,92,.526,.474,.197,.342,27.5,79.5,54.8,35.3,7.5,8.2,19.4,100.0,98.1,109.8
Mon Nov 8 2010,0,8,240,34,78,.436,7,18,.389,17,24,.708,6,38,44,15,8,7,18,21,92,.519,.481,.231,.308,13.3,82.6,48.4,44.1,8.0,10.1,16.9,100.0,91.7,93.7,19,240,34,82,.415,5,13,.385,21,33,.636,8,39,47,20,6,12,15,19,94,.487,.445,.159,.402,17.4,86.7,51.6,58.8,6.0,20.0,13.5,100.0,93.7,91.7
Tue Nov 9 2010,0,8,240,39,90,.433,8,17,.471,27,30,.900,13,19,32,22,9,4,10,20,113,.547,.478,.189,.333,27.1,65.5,41.6,56.4,9.2,7.0,8.8,100.0,115.8,147.6,32,240,56,87,.644,16,30,.533,16,21,.762,10,35,45,37,7,7,14,20,144,.748,.736,.345,.241,34.5,72.9,58.4,66.1,7.2,9.6,12.7,100.0,147.6,115.8
Thu Nov 11 2010,1,8,240,43,88,.489,7,25,.280,25,31,.806,11,32,43,25,5,5,10,20,118,.580,.528,.284,.352,25.6,64.0,46.2,58.1,5.1,7.2,9.0,100.0,120.6,114.4,24,240,40,98,.408,9,29,.310,23,30,.767,18,32,50,19,8,6,10,25,112,.504,.454,.296,.306,36.0,74.4,53.8,47.5,8.2,9.5,8.3,100.0,114.4,120.6
Mon Nov 15 2010,0,8,240,37,89,.416,3,17,.176,17,25,.680,11,41,52,12,4,1,16,20,94,.470,.433,.191,.281,24.4,82.0,54.7,32.4,4.0,1.4,13.8,100.0,93.7,99.7,26,240,38,89,.427,4,20,.200,20,25,.800,9,34,43,17,4,8,10,22,100,.500,.449,.225,.281,18.0,75.6,45.3,44.7,4.0,11.1,9.1,100.0,99.7,93.7
Tue Nov 16 2010,1,8,240,42,86,.488,5,14,.357,31,47,.660,10,34,44,23,4,2,13,26,120,.562,.517,.163,.547,21.7,69.4,46.3,54.8,3.8,3.0,10.9,100.0,113.3,111.5,7,240,43,98,.439,9,31,.290,23,33,.697,15,36,51,24,4,12,11,33,118,.524,.485,.316,.337,30.6,78.3,53.7,55.8,3.8,16.7,8.9,100.0,111.5,113.3
Thu Nov 18 2010,0,8,240,25,65,.385,10,26,.385,23,28,.821,7,28,35,18,6,5,17,26,83,.537,.462,.400,.431,17.9,63.6,42.2,72.0,7.0,7.9,18.0,100.0,96.8,100.3,11,240,34,85,.400,7,22,.318,11,22,.500,16,32,48,18,6,7,12,20,86,.454,.441,.259,.259,36.4,82.1,57.8,52.9,7.0,17.9,11.2,100.0,100.3,96.8
Sat Nov 20 2010,1,8,240,38,80,.475,7,13,.538,24,32,.750,9,33,42,24,3,3,7,20,107,.569,.519,.163,.400,22.0,71.7,48.3,63.2,3.3,4.3,6.9,100.0,118.0,113.6,12,240,36,89,.404,6,19,.316,25,31,.806,13,32,45,16,5,3,6,23,103,.502,.438,.213,.348,28.3,78.0,51.7,44.4,5.5,4.5,5.5,100.0,113.6,118.0
Mon Nov 22 2010,1,8,240,35,75,.467,12,21,.571,24,26,.923,10,37,47,24,6,2,17,20,106,.613,.547,.280,.347,26.3,78.7,55.3,68.6,6.6,3.3,16.4,100.0,116.0,97.4,1,240,35,87,.402,6,26,.231,13,16,.813,10,28,38,16,9,5,10,21,89,.473,.437,.299,.184,21.3,73.7,44.7,45.7,9.9,9.3,9.6,100.0,97.4,116.0
Fri Nov 26 2010,1,8,240,36,77,.468,6,18,.333,20,25,.800,6,35,41,23,4,7,19,27,98,.557,.506,.234,.325,16.2,76.1,49.4,63.9,4.1,11.1,17.8,100.0,101.0,100.0,19,240,33,83,.398,4,20,.200,27,35,.771,11,31,42,14,8,5,11,20,97,.493,.422,.241,.422,23.9,83.8,50.6,42.4,8.2,8.5,10.1,100.0,100.0,101.0
Sun Nov 28 2010,1,8,240,43,83,.518,16,30,.533,36,52,.692,15,34,49,28,5,7,10,26,138,.652,.614,.361,.627,34.1,72.3,53.8,65.1,5.0,10.0,8.6,100.0,136.6,131.7,26,240,52,102,.510,13,32,.406,16,24,.667,13,29,42,34,3,5,6,31,133,.591,.574,.314,.235,27.7,65.9,46.2,65.4,3.0,9.4,5.1,100.0,131.7,136.6
Wed Dec 1 2010,1,8,240,34,75,.453,6,21,.286,31,41,.756,7,38,45,19,5,6,16,23,105,.564,.493,.280,.547,19.4,82.6,54.9,55.9,5.1,10.3,14.7,100.0,107.3,96.0,0,240,32,80,.400,7,22,.318,23,32,.719,8,29,37,22,8,11,13,28,94,.500,.444,.275,.400,17.4,80.6,45.1,68.8,8.2,20.4,12.1,100.0,96.0,107.3
Fri Dec 3 2010,1,8,240,27,67,.403,10,24,.417,45,59,.763,10,32,42,17,11,11,19,23,109,.586,.478,.358,.881,23.3,71.1,47.7,63.0,10.9,15.7,17.0,100.0,108.2,103.2,28,240,39,90,.433,6,20,.300,20,29,.690,13,33,46,25,13,3,16,37,104,.506,.467,.222,.322,28.9,76.7,52.3,64.1,12.9,7.0,13.5,100.0,103.2,108.2
Sun Dec 5 2010,1,8,240,39,86,.453,5,20,.250,25,33,.758,14,28,42,23,9,5,14,19,108,.537,.483,.233,.384,32.6,77.8,53.2,59.0,9.1,7.0,12.2,100.0,109.7,108.7,27,240,45,86,.523,6,15,.400,11,17,.647,8,29,37,23,7,9,17,29,107,.572,.558,.174,.198,22.2,67.4,46.8,51.1,7.1,13.6,15.4,100.0,108.7,109.7
Tue Dec 7 2010,0,8,240,31,73,.425,11,26,.423,25,32,.781,6,25,31,17,11,5,15,20,98,.563,.500,.356,.438,17.1,75.8,45.6,54.8,11.8,8.6,14.7,100.0,104.8,107.0,17,240,39,78,.500,9,20,.450,13,20,.650,8,29,37,22,8,5,18,23,100,.576,.558,.256,.256,24.2,82.9,54.4,56.4,8.6,10.6,17.2,100.0,107.0,104.8
Wed Dec 8 2010,0,8,240,33,78,.423,6,19,.316,17,25,.680,5,29,34,18,13,1,18,28,89,.500,.462,.244,.321,11.6,87.9,44.7,54.5,13.1,1.9,16.8,100.0,89.9,106.1,5,240,38,68,.559,4,15,.267,25,36,.694,4,38,42,26,8,10,19,17,105,.626,.588,.221,.529,12.1,88.4,55.3,68.4,8.1,16.9,18.5,100.0,106.1,89.9
Fri Dec 10 2010,1,8,240,43,76,.566,12,26,.462,25,28,.893,8,30,38,27,5,3,22,16,123,.696,.645,.342,.368,27.6,69.8,52.8,62.8,5.1,4.6,19.9,100.0,125.6,118.5,3,240,46,90,.511,10,25,.400,14,19,.737,13,21,34,20,9,2,13,21,116,.590,.567,.278,.211,30.2,72.4,47.2,43.5,9.2,4.0,11.7,100.0,118.5,125.6
Sun Dec 12 2010,0,8,240,42,83,.506,7,21,.333,34,40,.850,14,29,43,20,3,4,10,19,125,.621,.548,.253,.482,35.9,78.4,56.6,47.6,3.2,6.9,9.0,100.0,133.0,137.3,7,240,46,88,.523,13,30,.433,24,26,.923,8,25,33,30,6,7,6,23,129,.649,.597,.341,.295,21.6,64.1,43.4,65.2,6.4,11.3,5.7,100.0,137.3,133.0
Tue Dec 14 2010,1,8,240,43,80,.538,11,26,.423,14,19,.737,7,33,40,24,5,2,14,15,111,.628,.606,.325,.238,20.6,82.5,54.1,55.8,5.4,3.9,13.7,100.0,120.5,102.1,30,240,34,78,.436,10,27,.370,16,20,.800,7,27,34,20,7,6,13,23,94,.541,.500,.346,.256,17.5,79.4,45.9,58.8,7.6,11.1,13.0,100.0,102.1,120.5
Thu Dec 16 2010,0,8,240,39,81,.481,7,14,.500,27,35,.771,7,29,36,20,1,1,9,23,112,.581,.525,.173,.432,17.1,78.4,46.2,51.3,1.1,1.8,8.5,100.0,118.5,119.5,16,240,43,83,.518,9,26,.346,18,25,.720,8,34,42,26,4,7,9,29,113,.601,.572,.313,.301,21.6,82.9,53.8,60.5,4.2,10.4,8.7,100.0,119.5,118.5
Sat Dec 18 2010,1,8,240,39,86,.453,10,27,.370,27,33,.818,7,28,35,25,7,4,12,26,115,.572,.512,.314,.384,15.9,70.0,41.7,64.1,6.9,6.5,10.7,100.0,113.4,111.5,2,240,39,84,.464,6,22,.273,29,35,.829,12,37,49,24,6,9,16,23,113,.568,.500,.262,.417,30.0,84.1,58.3,61.5,5.9,15.3,13.9,100.0,111.5,113.4
Wed Dec 22 2010,0,8,240,35,78,.449,8,25,.320,25,29,.862,13,30,43,22,10,3,13,18,103,.567,.500,.321,.372,31.0,73.2,51.8,62.9,11.3,6.3,12.5,100.0,116.6,123.4,16,240,40,76,.526,14,28,.500,15,24,.625,11,29,40,26,5,4,13,19,109,.630,.618,.368,.316,26.8,69.0,48.2,65.0,5.7,7.5,13.1,100.0,123.4,116.6
Sat Dec 25 2010,0,8,240,37,70,.529,8,17,.471,24,30,.800,5,30,35,15,5,1,17,25,106,.637,.586,.243,.429,15.6,76.9,49.3,40.5,5.4,1.6,17.0,100.0,113.8,122.3,10,240,40,81,.494,6,17,.353,28,35,.800,9,27,36,22,10,8,8,21,114,.591,.531,.210,.432,23.1,84.4,50.7,55.0,10.7,15.1,7.7,100.0,122.3,113.8
Sun Dec 26 2010,0,8,240,30,75,.400,8,27,.296,21,23,.913,9,39,48,12,4,5,13,22,89,.523,.453,.360,.307,22.0,69.6,49.5,40.0,4.5,6.5,13.2,100.0,99.1,105.8,25,240,36,91,.396,3,14,.214,20,32,.625,17,32,49,18,11,6,7,19,95,.452,.412,.154,.352,30.4,78.0,50.5,50.0,12.3,12.5,6.2,100.0,105.8,99.1
Tue Dec 28 2010,1,8,240,34,75,.453,6,16,.375,21,26,.808,10,35,45,22,6,6,15,15,95,.550,.493,.213,.347,27.0,76.1,54.2,64.7,6.9,9.0,14.8,100.0,109.5,88.8,11,240,32,80,.400,6,13,.462,7,8,.875,11,27,38,17,9,10,14,20,77,.461,.438,.163,.100,23.9,73.0,45.8,53.1,10.4,16.9,14.4,100.0,88.8,109.5
