G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 29 2013,,,Box Score,@,Los Angeles Lakers,L,,103,116,0,1,L 1,
2,Thu Oct 31 2013,,,Box Score,,Golden State Warriors,W,,126,115,1,1,W 1,
3,Fri Nov 1 2013,,,Box Score,@,Sacramento Kings,W,,110,101,2,1,W 2,
4,Mon Nov 4 2013,,,Box Score,,Houston Rockets,W,,137,118,3,1,W 3,
5,Wed Nov 6 2013,,,Box Score,@,Orlando Magic,L,,90,98,3,2,L 1,
6,Thu Nov 7 2013,,,Box Score,@,Miami Heat,L,,97,102,3,3,L 2,
7,Sat Nov 9 2013,,,Box Score,@,Houston Rockets,W,,107,94,4,3,W 1,
8,Mon Nov 11 2013,,,Box Score,,Minnesota Timberwolves,W,,109,107,5,3,W 2,
9,Wed Nov 13 2013,,,Box Score,,Oklahoma City Thunder,W,,111,103,6,3,W 3,
10,Sat Nov 16 2013,,,Box Score,,Brooklyn Nets,W,,110,103,7,3,W 4,
11,Mon Nov 18 2013,,,Box Score,,Memphis Grizzlies,L,,102,106,7,4,L 1,
12,Wed Nov 20 2013,,,Box Score,@,Minnesota Timberwolves,W,,102,98,8,4,W 1,
13,Thu Nov 21 2013,,,Box Score,@,Oklahoma City Thunder,L,,91,105,8,5,L 1,
14,Sat Nov 23 2013,,,Box Score,,Sacramento Kings,W,,103,102,9,5,W 1,
15,Sun Nov 24 2013,,,Box Score,,Chicago Bulls,W,,121,82,10,5,W 2,
16,Wed Nov 27 2013,,,Box Score,,New York Knicks,W,,93,80,11,5,W 3,
17,Fri Nov 29 2013,,,Box Score,@,Sacramento Kings,W,OT,104,98,12,5,W 4,
18,Sun Dec 1 2013,,,Box Score,,Indiana Pacers,L,,100,105,12,6,L 1,
19,Wed Dec 4 2013,,,Box Score,@,Atlanta Hawks,L,,97,107,12,7,L 2,
20,Thu Dec 5 2013,,,Box Score,@,Memphis Grizzlies,W,,101,81,13,7,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 7 2013,,,Box Score,@,Cleveland Cavaliers,L,,82,88,13,8,L 1,
22,Mon Dec 9 2013,,,Box Score,@,Philadelphia 76ers,W,,94,83,14,8,W 1,
23,Wed Dec 11 2013,,,Box Score,@,Boston Celtics,W,,96,88,15,8,W 2,
24,Thu Dec 12 2013,,,Box Score,@,Brooklyn Nets,L,,93,102,15,9,L 1,
25,Sat Dec 14 2013,,,Box Score,@,Washington Wizards,W,,113,97,16,9,W 1,
26,Mon Dec 16 2013,,,Box Score,,San Antonio Spurs,W,,115,92,17,9,W 2,
27,Wed Dec 18 2013,,,Box Score,,New Orleans Pelicans,W,,108,95,18,9,W 3,
28,Sat Dec 21 2013,,,Box Score,,Denver Nuggets,W,,112,91,19,9,W 4,
29,Sun Dec 22 2013,,,Box Score,,Minnesota Timberwolves,W,OT,120,116,20,9,W 5,
30,Wed Dec 25 2013,,,Box Score,@,Golden State Warriors,L,,103,105,20,10,L 1,
31,Thu Dec 26 2013,,,Box Score,@,Portland Trail Blazers,L,OT,112,116,20,11,L 2,
32,Sat Dec 28 2013,,,Box Score,,Utah Jazz,W,,98,90,21,11,W 1,
33,Mon Dec 30 2013,,,Box Score,,Phoenix Suns,L,,88,107,21,12,L 1,
34,Wed Jan 1 2014,,,Box Score,,Charlotte Bobcats,W,,112,85,22,12,W 1,
