1,Phoenix Suns*,82,19730,3339,6788,.492,730,1770,.412,2609,5018,.520,1631,2117,.770,910,2616,3526,1912,479,418,1210,1713,9039,110.2
2,Golden State Warriors,82,19730,3329,7094,.469,633,1687,.375,2696,5407,.499,1631,2085,.782,753,2397,3150,1839,761,340,1204,1886,8922,108.8
3,Denver Nuggets*,82,19780,3124,6678,.468,544,1517,.359,2580,5161,.500,1937,2508,.772,889,2505,3394,1719,683,417,1136,1844,8729,106.5
4,Utah Jazz*,82,19755,3227,6575,.491,439,1207,.364,2788,5368,.519,1654,2233,.741,872,2588,3460,2187,675,400,1246,1859,8547,104.2
5,Toronto Raptors,82,19780,3199,6631,.482,518,1397,.371,2681,5234,.512,1618,2118,.764,806,2507,3313,1804,469,384,1100,1819,8534,104.1
6,Orlando Magic*,82,19730,3005,6394,.470,841,2241,.375,2164,4153,.521,1575,2176,.724,810,2736,3546,1615,512,456,1155,1629,8426,102.8
7,Memphis Grizzlies,82,19905,3223,6875,.469,344,1020,.337,2879,5855,.492,1614,2202,.733,1070,2496,3566,1543,645,399,1248,1655,8404,102.5
8,Houston Rockets,82,19905,3094,6923,.447,646,1838,.351,2448,5085,.481,1561,2022,.772,971,2471,3442,1790,583,318,1188,1712,8395,102.4
9,Cleveland Cavaliers*,82,19780,3101,6391,.485,602,1582,.381,2499,4809,.520,1569,2180,.720,791,2692,3483,1835,564,425,1137,1591,8373,102.1
10,New York Knicks,82,19880,3127,6876,.455,743,2145,.346,2384,4731,.504,1376,1759,.782,836,2477,3313,1772,586,305,1148,1638,8373,102.1
11,Dallas Mavericks*,82,19880,3140,6760,.464,558,1498,.372,2582,5262,.491,1526,1870,.816,834,2586,3420,1917,624,449,1059,1563,8364,102.0
12,Los Angeles Lakers*,82,19830,3144,6875,.457,532,1562,.341,2612,5313,.492,1519,1985,.765,973,2662,3635,1730,612,400,1096,1592,8339,101.7
13,Atlanta Hawks*,82,19855,3181,6801,.468,524,1455,.360,2657,5346,.497,1452,1914,.759,969,2451,3420,1789,592,413,980,1632,8338,101.7
14,Oklahoma City Thunder*,82,19805,3063,6629,.462,418,1229,.340,2645,5400,.490,1778,2210,.805,960,2607,3567,1639,654,481,1227,1743,8322,101.5
15,San Antonio Spurs*,82,19780,3150,6659,.473,554,1547,.358,2596,5112,.508,1458,1969,.740,887,2621,3508,1829,516,381,1116,1669,8312,101.4
16,Indiana Pacers,82,19705,3020,6823,.443,659,1896,.348,2361,4927,.479,1564,2019,.775,785,2618,3403,1730,585,439,1232,1848,8263,100.8
17,New Orleans Hornets,82,19830,3178,6842,.464,571,1572,.363,2607,5270,.495,1293,1661,.778,852,2450,3302,1828,625,300,1103,1606,8220,100.2
18,Sacramento Kings,82,19880,3144,6895,.456,482,1383,.349,2662,5512,.483,1430,1969,.726,977,2518,3495,1679,564,366,1226,1827,8200,100.0
19,Boston Celtics*,82,19780,3039,6294,.483,499,1433,.348,2540,4861,.523,1559,2090,.746,716,2449,3165,1930,701,402,1219,1816,8136,99.2
20,Minnesota Timberwolves,82,19780,3106,6923,.449,403,1181,.341,2703,5742,.471,1436,1926,.746,962,2556,3518,1626,597,306,1333,1699,8051,98.2
21,Portland Trail Blazers*,82,19855,2974,6453,.461,491,1388,.354,2483,5065,.490,1606,2033,.790,913,2383,3296,1674,523,350,1012,1715,8045,98.1
22,Philadelphia 76ers,82,19805,3087,6706,.460,474,1381,.343,2613,5325,.491,1366,1808,.756,941,2421,3362,1723,667,439,1192,1677,8014,97.7
23,Milwaukee Bucks*,82,19980,3050,6998,.436,645,1813,.356,2405,5185,.464,1264,1675,.755,965,2560,3525,1740,580,385,1085,1823,8009,97.7
24,Chicago Bulls*,82,19905,3081,6825,.451,352,1066,.330,2729,5759,.474,1479,1962,.754,937,2715,3652,1704,531,478,1175,1648,7993,97.5
25,Miami Heat*,82,19880,2984,6518,.458,494,1426,.346,2490,5092,.489,1452,1931,.752,875,2553,3428,1548,605,457,1079,1710,7914,96.5
26,Washington Wizards,82,19830,3008,6700,.449,432,1225,.353,2576,5475,.471,1444,1895,.762,966,2458,3424,1557,493,421,1219,1752,7892,96.2
